"","SubjectTag","CASEID","S00_H40"
"2741",274100,2741,37.0780897063569
"2742",274200,2742,59.3901258470474
"2743",274300,2743,41.5826612903226
"2744",274400,2744,78.3501344086022
"2745",274500,2745,46.9838833461243
"2746",274600,2746,71.9724462365591
"2747",274700,2747,16.4583333333333
"2748",274800,2748,61.8998891447088
"2749",274900,2749,NA
"2750",275000,2750,44.5390978084762
"2751",275100,2751,41.3188844086021
"2752",275200,2752,58.163213097979
"2753",275300,2753,58.9549731182796
"2754",275400,2754,NA
"2755",275500,2755,48.4627016129032
"2756",275600,2756,NA
"2757",275700,2757,38.8407258064516
"2758",275800,2758,NA
"2759",275900,2759,23.5446068548387
"2760",276000,2760,34.6124328472755
"2761",276100,2761,58.3972883090304
"2762",276200,2762,28.010752688172
"2763",276300,2763,NA
"2764",276400,2764,63.1346465421677
"2765",276500,2765,61.3647991813763
"2766",276600,2766,30.4438543247344
"2767",276700,2767,50.5040322580645
"2768",276800,2768,62.1194678946022
"2769",276900,2769,24.9495967741935
"2770",277000,2770,78.8701287626844
"2771",277100,2771,76.8738807879253
"2772",277200,2772,34.2606804809414
"2773",277300,2773,46.7615927419355
"2774",277400,2774,46.923765668969
"2775",277500,2775,54.4800067204301
"2776",277600,2776,55.4876512096774
"2777",277700,2777,62.6512096774194
"2778",277800,2778,17.301747311828
"2779",277900,2779,39.5817344589409
"2780",278000,2780,28.0122793553338
"2781",278100,2781,54.587703590006
"2782",278200,2782,48.0166330645161
"2783",278300,2783,62.9410282258064
"2784",278400,2784,19.7964087000506
"2785",278500,2785,63.3534946236559
"2786",278600,2786,53.2190860215054
"2787",278700,2787,25.5628037861346
"2788",278800,2788,NA
"2789",278900,2789,NA
"2790",279000,2790,47.3970324891277
"2791",279100,2791,80.5947580645161
"2792",279200,2792,27.6774574270781
"2793",279300,2793,31.5935819892473
"2794",279400,2794,62.9662298387097
"2795",279500,2795,20.4322076612903
"2796",279600,2796,NA
"2797",279700,2797,50.4221028396009
"2798",279800,2798,23.2924021488872
"2799",279900,2799,NA
"2800",280000,2800,85.4964717741936
"2801",280100,2801,58.0298431967628
"2802",280200,2802,41.9543850806452
"2803",280300,2803,50.812752016129
"2804",280400,2804,81.747249936045
"2805",280500,2805,80.6199596774193
"2806",280600,2806,56.9052419354839
"2807",280700,2807,27.3343566129445
"2808",280800,2808,21.0859554873369
"2809",280900,2809,78.8820670248145
"2810",281000,2810,40.5665149215984
"2811",281100,2811,34.778715784088
"2812",281200,2812,NA
"2813",281300,2813,73.3478297944913
"2814",281400,2814,83.171622983871
"2815",281500,2815,55.7367613200307
"2816",281600,2816,52.1297006907137
"2817",281700,2817,18.3039140445127
"2818",281800,2818,75.243028907649
"2819",281900,2819,43.3908045977011
"2820",282000,2820,23.650550012791
"2821",282100,2821,76.7682926829268
"2822",282200,2822,NA
"2823",282300,2823,63.9805576873881
"2824",282400,2824,NA
"2825",282500,2825,NA
"2826",282600,2826,23.9793346774194
"2827",282700,2827,NA
"2828",282800,2828,3.60066513174725
"2829",282900,2829,41.5131747249936
"2830",283000,2830,25.5628037861346
"2831",283100,2831,62.145049884881
"2832",283200,2832,42.0922071636012
"2833",283300,2833,64.8098405389273
"2834",283400,2834,59.5984543010753
"2835",283500,2835,NA
"2836",283600,2836,52.0657457150166
"2837",283700,2837,40.3044256843182
"2838",283800,2838,78.0682963709677
"2839",283900,2839,74.1851478494624
"2840",284000,2840,85.8870967741936
"2841",284100,2841,73.4526209677419
"2842",284200,2842,75.9465336403172
"2843",284300,2843,NA
"2844",284400,2844,NA
"2845",284500,2845,72.9008598887203
"2846",284600,2846,NA
"2847",284700,2847,66.9992325402916
"2848",284800,2848,76.8227168073676
"2849",284900,2849,50.5500127909951
"2850",285000,2850,88.0690440060698
"2851",285100,2851,87.8213205645161
"2852",285200,2852,33.3476142473118
"2853",285300,2853,25.0352822580645
"2854",285400,2854,49.405665149216
"2855",285500,2855,60.5027721774194
"2856",285600,2856,59.325436827957
"2857",285700,2857,NA
"2858",285800,2858,31.3571245842927
"2859",285900,2859,NA
"2860",286000,2860,NA
"2861",286100,2861,85.2264006139678
"2862",286200,2862,NA
"2863",286300,2863,31.9865958523015
"2864",286400,2864,61.4625336021505
"2865",286500,2865,49.4372787051088
"2866",286600,2866,62.726814516129
"2867",286700,2867,39.7735993860322
"2868",286800,2868,73.9860551075269
"2869",286900,2869,NA
"2870",287000,2870,84.4128024193548
"2871",287100,2871,83.7490406753646
"2872",287200,2872,81.5944220430108
"2873",287300,2873,79.9380374304502
"2874",287400,2874,15.4695900537634
"2875",287500,2875,NA
"2876",287600,2876,25.7623426911907
"2877",287700,2877,77.4162189818368
"2878",287800,2878,42.6846231664138
"2879",287900,2879,31.6142404291636
"2880",288000,2880,62.6886671783065
"2881",288100,2881,51.9600404653515
"2882",288200,2882,NA
"2883",288300,2883,44.8210685483871
"2884",288400,2884,55.928626247122
"2885",288500,2885,54.9991599462366
"2886",288600,2886,51.7502345015776
"2887",288700,2887,38.8289650537634
"2888",288800,2888,NA
"2889",288900,2889,82.9623944742901
"2890",289000,2890,NA
"2891",289100,2891,NA
"2892",289200,2892,91.1166538756715
"2893",289300,2893,91.4020497311828
"2894",289400,2894,81.2247983870968
"2895",289500,2895,83.8961371194679
"2896",289600,2896,88.2770529547199
"2897",289700,2897,NA
"2898",289800,2898,NA
"2899",289900,2899,57.2142134547294
"2900",290000,2900,87.5504032258064
"2901",290100,2901,NA
"2902",290200,2902,83.4441886245417
"2903",290300,2903,80.9496712190187
"2904",290400,2904,86.3722278225807
"2905",290500,2905,NA
"2906",290600,2906,88.7247377845996
"2907",290700,2907,74.4329637096774
"2908",290800,2908,70.3061995967742
"2909",290900,2909,88.8277693474962
"2910",291000,2910,78.3064722435406
"2911",291100,2911,62.1578408800205
"2912",291200,2912,20.7195245321194
"2913",291300,2913,29.4013655206047
"2914",291400,2914,87.6890120967742
"2915",291500,2915,90.603998655914
"2916",291600,2916,72.7066532258064
"2917",291700,2917,NA
"2918",291800,2918,48.6105510752688
"2919",291900,2919,33.0960181451613
"2920",292000,2920,51.3750319774879
"2921",292100,2921,53.0981284774911
"2922",292200,2922,36.0357862903226
"2923",292300,2923,51.3277693474962
"2924",292400,2924,NA
"2925",292500,2925,NA
"2926",292600,2926,91.364247311828
"2927",292700,2927,NA
"2928",292800,2928,68.981836786902
"2929",292900,2929,61.3239247311828
"2930",293000,2930,67.2748655913978
"2931",293100,2931,64.3090513068732
"2932",293200,2932,31.2897586765584
"2933",293300,2933,6.15246866206191
"2934",293400,2934,21.8182963709677
"2935",293500,2935,NA
"2936",293600,2936,72.2320286518291
"2937",293700,2937,NA
"2938",293800,2938,75.9576612903226
"2939",293900,2939,74.5068884408602
"2940",294000,2940,84.0893817204301
"2941",294100,2941,89.0120967741936
"2942",294200,2942,47.7935533384497
"2943",294300,2943,82.5289818548387
"2944",294400,2944,25.9167931208902
"2945",294500,2945,43.9491654021244
"2946",294600,2946,90.9652217741936
"2947",294700,2947,NA
"2948",294800,2948,79.5369659759529
"2949",294900,2949,84.7559433485078
"2950",295000,2950,77.2320286518291
"2951",295100,2951,15.7119372787051
"2952",295200,2952,76.8082953970663
"2953",295300,2953,25.6615423387097
"2954",295400,2954,NA
"2955",295500,2955,88.1720430107527
"2956",295600,2956,78.4526209677419
"2957",295700,2957,77.2959836275262
"2958",295800,2958,78.0762343310309
"2959",295900,2959,90.2980301867485
"2960",296000,2960,64.4730110002558
"2961",296100,2961,91.6624663978495
"2962",296200,2962,80.3553427419355
"2963",296300,2963,79.6219018715225
"2964",296400,2964,81.7088769506268
"2965",296500,2965,30.8454847787158
"2966",296600,2966,NA
"2967",296700,2967,NA
"2968",296800,2968,41.0910718853927
"2969",296900,2969,NA
"2970",297000,2970,57.4092741935484
"2971",297100,2971,50.0575594781274
"2972",297200,2972,NA
"2973",297300,2973,19.3847531337938
"2974",297400,2974,35.8339728830903
"2975",297500,2975,61.8636479918138
"2976",297600,2976,48.0342741935484
"2977",297700,2977,32.7872983870968
"2978",297800,2978,51.5020891958728
"2979",297900,2979,46.843497983871
"2980",298000,2980,94.359171143515
"2981",298100,2981,35.3945371775417
"2982",298200,2982,NA
"2983",298300,2983,NA
"2984",298400,2984,81.2228191353287
"2985",298500,2985,90.3811716551548
"2986",298600,2986,NA
"2987",298700,2987,88.8524865591398
"2988",298800,2988,88.1720430107527
"2989",298900,2989,73.8470262096774
"2990",299000,2990,63.0040322580645
"2991",299100,2991,77.3773394031361
"2992",299200,2992,NA
"2993",299300,2993,17.9248861911988
"2994",299400,2994,54.785964014667
"2995",299500,2995,42.8797043010753
"2996",299600,2996,53.3951564765072
"2997",299700,2997,59.904493902959
"2998",299800,2998,36.415963161934
"2999",299900,2999,64.8503453568688
"3000",3e+05,3000,NA
"3001",300100,3001,NA
"3002",300200,3002,29.3787802419355
"3003",300300,3003,47.742389357892
"3004",300400,3004,42.9009976976209
"3005",300500,3005,NA
"3006",300600,3006,NA
"3007",300700,3007,NA
"3008",300800,3008,NA
"3009",300900,3009,76.4581734458941
"3010",301000,3010,84.3139762940223
"3011",301100,3011,86.9148119723715
"3012",301200,3012,31.910548307325
"3013",301300,3013,32.871490803485
"3014",301400,3014,1.23433103095421
"3015",301500,3015,NA
"3016",301600,3016,68.8193044354839
"3017",301700,3017,93.9157499786817
"3018",301800,3018,63.1235610130468
"3019",301900,3019,94.1658266129032
"3020",302000,3020,51.3277693474962
"3021",302100,3021,57.705813172043
"3022",302200,3022,70.6155211358503
"3023",302300,3023,50.7623487903226
"3024",302400,3024,60.6350806451613
"3025",302500,3025,55.0460475825019
"3026",302600,3026,NA
"3027",302700,3027,60.4852371732817
"3028",302800,3028,45.7518481182796
"3029",302900,3029,56.6531165311653
"3030",303000,3030,15.7901907356948
"3031",303100,3031,NA
"3032",303200,3032,47.2706653225806
"3033",303300,3033,90.9526209677419
"3034",303400,3034,45.7459677419355
"3035",303500,3035,28.1529803018675
"3036",303600,3036,55.1713709677419
"3037",303700,3037,62.2437836021505
"3038",303800,3038,NA
"3039",303900,3039,64.5749327956989
"3040",304000,3040,NA
"3041",304100,3041,47.0521019868679
"3042",304200,3042,47.883064516129
"3043",304300,3043,44.5060483870968
"3044",304400,3044,NA
"3045",304500,3045,47.7551803530315
"3046",304600,3046,39.9384589445287
"3047",304700,3047,39.5864946889226
"3048",304800,3048,NA
"3049",304900,3049,22.3394730110003
"3050",305000,3050,31.9296034946237
"3051",305100,3051,21.5464313123561
"3052",305200,3052,38.6734942696903
"3053",305300,3053,NA
"3054",305400,3054,26.0138995480515
"3055",305500,3055,44.7013608870968
"3056",305600,3056,39.2389112903226
"3057",305700,3057,31.2240982348427
"3058",305800,3058,57.898439498593
"3059",305900,3059,41.4905773002473
"3060",306000,3060,71.1123902106251
"3061",306100,3061,87.1387768817204
"3062",306200,3062,87.9494287634409
"3063",306300,3063,43.9957157258064
"3064",306400,3064,85.0707144598878
"3065",306500,3065,30.2710027100271
"3066",306600,3066,NA
"3067",306700,3067,NA
"3068",306800,3068,41.9405241935484
"3069",306900,3069,75.1478494623656
"3070",307000,3070,NA
"3071",307100,3071,33.7042721923766
"3072",307200,3072,65.1587701612903
"3073",307300,3073,20.0370938859043
"3074",307400,3074,62.1962138654387
"3075",307500,3075,60.649356186578
"3076",307600,3076,19.7110215053763
"3077",307700,3077,27.2094312270828
"3078",307800,3078,NA
"3079",307900,3079,49.565958898269
"3080",308000,3080,31.1365927419355
"3081",308100,3081,28.7477615758506
"3082",308200,3082,26.4868951612903
"3083",308300,3083,54.3689775731218
"3084",308400,3084,83.0263494499872
"3085",308500,3085,76.0458669354839
"3086",308600,3086,NA
"3087",308700,3087,33.2565873624968
"3088",308800,3088,NA
"3089",308900,3089,58.6340725806452
"3090",309000,3090,24.5011511895625
"3091",309100,3091,47.3538306451613
"3092",309200,3092,NA
"3093",309300,3093,44.2342457576533
"3094",309400,3094,23.148716636821
"3095",309500,3095,46.4574932795699
"3096",309600,3096,81.3184960377677
"3097",309700,3097,80.7559478127398
"3098",309800,3098,48.3543346774194
"3099",309900,3099,90.3939626502942
"3100",310000,3100,42.0161290322581
"3101",310100,3101,41.4503528225806
"3102",310200,3102,83.9536965975953
"3103",310300,3103,23.8743924277309
"3104",310400,3104,14.5113839856741
"3105",310500,3105,64.5241749808135
"3106",310600,3106,74.2250504032258
"3107",310700,3107,56.1013046815042
"3108",310800,3108,58.4576612903226
"3109",310900,3109,82.1194556451613
"3110",311000,3110,NA
"3111",311100,3111,88.1043745203377
"3112",311200,3112,87.5031977487849
"3113",311300,3113,55.0319220430108
"3114",311400,3114,62.4697483059051
"3115",311500,3115,56.8296370967742
"3116",311600,3116,47.3245501833376
"3117",311700,3117,67.3639112903226
"3118",311800,3118,46.6733870967742
"3119",311900,3119,60.1432591455615
"3120",312000,3120,50.812752016129
"3121",312100,3121,54.2725134408602
"3122",312200,3122,55.9286794354839
"3123",312300,3123,71.3780165430204
"3124",312400,3124,36.8762600806452
"3125",312500,3125,53.395497311828
"3126",312600,3126,NA
"3127",312700,3127,27.5012600806452
"3128",312800,3128,41.2613407258064
"3129",312900,3129,51.3277693474962
"3130",313000,3130,94.9470766129032
"3131",313100,3131,NA
"3132",313200,3132,NA
"3133",313300,3133,NA
"3134",313400,3134,44.852477189392
"3135",313500,3135,NA
"3136",313600,3136,NA
"3137",313700,3137,93.2937110099477
"3138",313800,3138,49.3019726858877
"3139",313900,3139,NA
"3140",314000,3140,71.9946046197943
"3141",314100,3141,72.8704637096774
"3142",314200,3142,80.8845766129032
"3143",314300,3143,81.0437452033768
"3144",314400,3144,NA
"3145",314500,3145,77.3815524193548
"3146",314600,3146,83.9154905913979
"3147",314700,3147,NA
"3148",314800,3148,NA
"3149",314900,3149,NA
"3150",315000,3150,88.3005031124755
"3151",315100,3151,30.7018649193548
"3152",315200,3152,88.6714419715187
"3153",315300,3153,88.8860887096774
"3154",315400,3154,80.1483755436173
"3155",315500,3155,64.1381048387097
"3156",315600,3156,95.3566028225807
"3157",315700,3157,81.8751598874392
"3158",315800,3158,NA
"3159",315900,3159,57.7769250447685
"3160",316000,3160,65.3351814516129
"3161",316100,3161,86.6620463709677
"3162",316200,3162,74.5715016628294
"3163",316300,3163,58.0359543010753
"3164",316400,3164,44.861004519485
"3165",316500,3165,27.1616781785623
"3166",316600,3166,64.4027217741936
"3167",316700,3167,NA
"3168",316800,3168,85.6917842741936
"3169",316900,3169,66.6918682795699
"3170",317000,3170,92.4773185483871
"3171",317100,3171,88.8206702481453
"3172",317200,3172,93.2420909013388
"3173",317300,3173,87.8933231005372
"3174",317400,3174,69.7492964952673
"3175",317500,3175,18.6239919354839
"3176",317600,3176,NA
"3177",317700,3177,58.4122983870968
"3178",317800,3178,NA
"3179",317900,3179,67.8763440860215
"3180",318000,3180,90.4149865591398
"3181",318100,3181,92.2547043010753
"3182",318200,3182,81.3004032258064
"3183",318300,3183,NA
"3184",318400,3184,NA
"3185",318500,3185,NA
"3186",318600,3186,82.2983870967742
"3187",318700,3187,92.9771505376344
"3188",318800,3188,60.1310483870968
"3189",318900,3189,NA
"3190",319000,3190,NA
"3191",319100,3191,NA
"3192",319200,3192,42.287135390322
"3193",319300,3193,49.4052187260169
"3194",319400,3194,37.5927347147608
"3195",319500,3195,31.3793682795699
"3196",319600,3196,60.1176771552827
"3197",319700,3197,47.0900486057815
"3198",319800,3198,82.8600665131747
"3199",319900,3199,25.5355342741936
"3200",320000,3200,43.2375478927203
"3201",320100,3201,82.5466871322589
"3202",320200,3202,39.3262768817204
"3203",320300,3203,63.7961557916034
"3204",320400,3204,37.0715725806452
"3205",320500,3205,81.3379380915835
"3206",320600,3206,58.7682271680737
"3207",320700,3207,59.1003024193548
"3208",320800,3208,87.6764112903226
"3209",320900,3209,33.2448153768336
"3210",321000,3210,NA
"3211",321100,3211,NA
"3212",321200,3212,NA
"3213",321300,3213,57.2460987464825
"3214",321400,3214,52.4319556451613
"3215",321500,3215,43.6206317204301
"3216",321600,3216,83.8835685483871
"3217",321700,3217,NA
"3218",321800,3218,29.7326682015861
"3219",321900,3219,63.782297262727
"3220",322000,3220,NA
"3221",322100,3221,42.344589409056
"3222",322200,3222,NA
"3223",322300,3223,NA
"3224",322400,3224,65.2042295557261
"3225",322500,3225,64.3904906423874
"3226",322600,3226,NA
"3227",322700,3227,88.1171655154771
"3228",322800,3228,83.171622983871
"3229",322900,3229,85.39907904835
"3230",323000,3230,27.4238935789204
"3231",323100,3231,66.5952620967742
"3232",323200,3232,68.7780335976806
"3233",323300,3233,NA
"3234",323400,3234,60.5922230749552
"3235",323500,3235,36.8355174731183
"3236",323600,3236,40.8938172043011
"3237",323700,3237,44.6370967741935
"3238",323800,3238,72.8914650537635
"3239",323900,3239,92.7041330645161
"3240",324000,3240,86.0194052419355
"3241",324100,3241,NA
"3242",324200,3242,44.3296370967742
"3243",324300,3243,72.9317876344086
"3244",324400,3244,81.1077001790739
"3245",324500,3245,46.5208493220773
"3246",324600,3246,43.5661294448708
"3247",324700,3247,57.6251896813354
"3248",324800,3248,47.0644666155027
"3249",324900,3249,48.7399193548387
"3250",325000,3250,52.9483243796367
"3251",325100,3251,41.5131747249936
"3252",325200,3252,31.7729334677419
"3253",325300,3253,65.1839717741936
"3254",325400,3254,41.2445638270657
"3255",325500,3255,49.8081350729087
"3256",325600,3256,92.393313172043
"3257",325700,3257,73.9255564082886
"3258",325800,3258,67.4546370967742
"3259",325900,3259,49.7038810483871
"3260",326000,3260,NA
"3261",326100,3261,11.5374776157585
"3262",326200,3262,NA
"3263",326300,3263,81.2995651061652
"3264",326400,3264,42.3210685483871
"3265",326500,3265,37.2857862903226
"3266",326600,3266,56.5587197580645
"3267",326700,3267,20.5867475973698
"3268",326800,3268,18.2711693548387
"3269",326900,3269,63.5727533299612
"3270",327000,3270,NA
"3271",327100,3271,21.6231772831926
"3272",327200,3272,NA
"3273",327300,3273,61.2291350531108
"3274",327400,3274,NA
"3275",327500,3275,88.1299565106165
"3276",327600,3276,92.0966110268083
"3277",327700,3277,61.6229838709677
"3278",327800,3278,92.2547043010753
"3279",327900,3279,58.4375
"3280",328000,3280,66.903300076746
"3281",328100,3281,43.6680947580645
"3282",328200,3282,64.0509081606549
"3283",328300,3283,NA
"3284",328400,3284,77.4814530570478
"3285",328500,3285,63.0670362903226
"3286",328600,3286,90.4779905913979
"3287",328700,3287,54.4704528012279
"3288",328800,3288,NA
"3289",328900,3289,82.9049059139785
"3290",329000,3290,88.6607828089025
"3291",329100,3291,74.6994116142236
"3292",329200,3292,NA
"3293",329300,3293,58.6004704301075
"3294",329400,3294,83.5685483870968
"3295",329500,3295,NA
"3296",329600,3296,NA
"3297",329700,3297,48.5034535686876
"3298",329800,3298,NA
"3299",329900,3299,58.0204133064516
"3300",330000,3300,63.6437281487166
"3301",330100,3301,NA
"3302",330200,3302,33.3797192642788
"3303",330300,3303,74.5304099462366
"3304",330400,3304,59.0851814516129
"3305",330500,3305,86.8956254796623
"3306",330600,3306,65.2217741935484
"3307",330700,3307,78.4962053381086
"3308",330800,3308,66.8733198924731
"3309",330900,3309,66.2253773343566
"3310",331000,3310,36.1345612688667
"3311",331100,3311,50.6843182399591
"3312",331200,3312,46.8598106932719
"3313",331300,3313,45.7283266129032
"3314",331400,3314,NA
"3315",331500,3315,33.1401209677419
"3316",331600,3316,42.8066196236559
"3317",331700,3317,26.4709644410335
"3318",331800,3318,NA
"3319",331900,3319,44.5220431482903
"3320",332000,3320,NA
"3321",332100,3321,10.5909439754413
"3322",332200,3322,71.9689605184617
"3323",332300,3323,NA
"3324",332400,3324,43.2740683891873
"3325",332500,3325,26.5423387096774
"3326",332600,3326,NA
"3327",332700,3327,NA
"3328",332800,3328,NA
"3329",332900,3329,63.0796370967742
"3330",333000,3330,68.3998465080583
"3331",333100,3331,53.4770188453995
"3332",333200,3332,33.7071572580645
"3333",333300,3333,54.0611409567664
"3334",333400,3334,NA
"3335",333500,3335,NA
"3336",333600,3336,NA
"3337",333700,3337,84.4884072580645
"3338",333800,3338,72.244623655914
"3339",333900,3339,NA
"3340",334000,3340,NA
"3341",334100,3341,94.2414314516129
"3342",334200,3342,76.4700940860215
"3343",334300,3343,7.83770161290323
"3344",334400,3344,NA
"3345",334500,3345,72.7458492975734
"3346",334600,3346,64.5497569710923
"3347",334700,3347,43.082203462096
"3348",334800,3348,46.3737528779739
"3349",334900,3349,NA
"3350",335000,3350,56.4018930672806
"3351",335100,3351,77.8918850806452
"3352",335200,3352,79.7736469398078
"3353",335300,3353,33.1158864159632
"3354",335400,3354,36.9878603945372
"3355",335500,3355,53.1360647445625
"3356",335600,3356,35.8595548733691
"3357",335700,3357,88.4049629061141
"3358",335800,3358,69.0608198924731
"3359",335900,3359,78.7172379032258
"3360",336000,3360,71.3331653225807
"3361",336100,3361,90.1061652596572
"3362",336200,3362,47.9307841239109
"3363",336300,3363,41.9220430107527
"3364",336400,3364,75.4704301075269
"3365",336500,3365,82.8755040322581
"3366",336600,3366,NA
"3367",336700,3367,82.6234879032258
"3368",336800,3368,76.1447940649782
"3369",336900,3369,82.8472755180353
"3370",337000,3370,85.9490918393451
"3371",337100,3371,19.4487081094909
"3372",337200,3372,85.958501344086
"3373",337300,3373,NA
"3374",337400,3374,33.4425403225806
"3375",337500,3375,66.1749680715198
"3376",337600,3376,76.7001452081317
"3377",337700,3377,NA
"3378",337800,3378,74.8784855461755
"3379",337900,3379,85.4438475313379
"3380",338000,3380,82.6948924731183
"3381",338100,3381,53.90625
"3382",338200,3382,NA
"3383",338300,3383,NA
"3384",338400,3384,NA
"3385",338500,3385,77.698899974418
"3386",338600,3386,NA
"3387",338700,3387,50.3764816236036
"3388",338800,3388,NA
"3389",338900,3389,66.37247377846
"3390",339000,3390,78.7113575268817
"3391",339100,3391,84.8341434296922
"3392",339200,3392,70.283938172043
"3393",339300,3393,70.4591967255053
"3394",339400,3394,88.1913642473118
"3395",339500,3395,NA
"3396",339600,3396,NA
"3397",339700,3397,52.8843694039396
"3398",339800,3398,NA
"3399",339900,3399,61.3294107614906
"3400",340000,3400,48.0191532258065
"3401",340100,3401,57.0734203121003
"3402",340200,3402,72.7633568548387
"3403",340300,3403,61.7410387710315
"3404",340400,3404,NA
"3405",340500,3405,58.62752622154
"3406",340600,3406,59.3056955645161
"3407",340700,3407,70.7367613200307
"3408",340800,3408,NA
"3409",340900,3409,NA
"3410",341000,3410,78.757560483871
"3411",341100,3411,NA
"3412",341200,3412,43.2913306451613
"3413",341300,3413,55.3267809139785
"3414",341400,3414,88.8944892473118
"3415",341500,3415,NA
"3416",341600,3416,52.4949596774194
"3417",341700,3417,65.2469758064516
"3418",341800,3418,40.3360215053763
"3419",341900,3419,73.5546175492453
"3420",342000,3420,72.6741707171485
"3421",342100,3421,66.5070564516129
"3422",342200,3422,81.0887708649469
"3423",342300,3423,78.4855461754925
"3424",342400,3424,55.6050140700946
"3425",342500,3425,58.0930703085483
"3426",342600,3426,83.4787556904401
"3427",342700,3427,NA
"3428",342800,3428,88.3820564516129
"3429",342900,3429,77.9107862903226
"3430",343000,3430,62.3424899193548
"3431",343100,3431,82.5147096444103
"3432",343200,3432,63.9415322580645
"3433",343300,3433,80.7963709677419
"3434",343400,3434,88.2102512223908
"3435",343500,3435,11.1175066086808
"3436",343600,3436,39.8009072580645
"3437",343700,3437,NA
"3438",343800,3438,49.2313508064516
"3439",343900,3439,NA
"3440",344000,3440,50.6971092350985
"3441",344100,3441,29.3873113328217
"3442",344200,3442,76.7389112903226
"3443",344300,3443,NA
"3444",344400,3444,25.9584719024473
"3445",344500,3445,63.4711021505376
"3446",344600,3446,44.8836019442313
"3447",344700,3447,53.1192973480003
"3448",344800,3448,NA
"3449",344900,3449,64.55132894416
"3450",345000,3450,77.4686620619084
"3451",345100,3451,68.9997470915528
"3452",345200,3452,35.0537221795856
"3453",345300,3453,46.1819556451613
"3454",345400,3454,39.3332526621491
"3455",345500,3455,47.5
"3456",345600,3456,52.1841723136496
"3457",345700,3457,44.3016116653876
"3458",345800,3458,56.5398185483871
"3459",345900,3459,47.742389357892
"3460",346000,3460,29.2721923765669
"3461",346100,3461,58.0327449475569
"3462",346200,3462,NA
"3463",346300,3463,60.4712701612903
"3464",346400,3464,70.1612903225807
"3465",346500,3465,47.588897416219
"3466",346600,3466,76.5221284215912
"3467",346700,3467,52.5336021505376
"3468",346800,3468,70.5338108638185
"3469",346900,3469,78.3512407265285
"3470",347000,3470,61.5532531764305
"3471",347100,3471,41.6141633064516
"3472",347200,3472,86.1469398077896
"3473",347300,3473,55.4041954464057
"3474",347400,3474,53.7550403225806
"3475",347500,3475,52.0209772320287
"3476",347600,3476,67.2486569455104
"3477",347700,3477,40.9123910939013
"3478",347800,3478,NA
"3479",347900,3479,52.1421370967742
"3480",348000,3480,NA
"3481",348100,3481,76.2684811827957
"3482",348200,3482,56.9758064516129
"3483",348300,3483,76.5078965053763
"3484",348400,3484,NA
"3485",348500,3485,95.6830391404451
"3486",348600,3486,59.8595146871009
"3487",348700,3487,58.479502688172
"3488",348800,3488,NA
"3489",348900,3489,84.5955141129032
"3490",349000,3490,NA
"3491",349100,3491,42.6789314516129
"3492",349200,3492,64.5881299565106
"3493",349300,3493,55.304939516129
"3494",349400,3494,61.4280913978495
"3495",349500,3495,45.212756885819
"3496",349600,3496,80.304939516129
"3497",349700,3497,75.332565873625
"3498",349800,3498,77.8729838709677
"3499",349900,3499,89.033853500469
"3500",350000,3500,NA
"3501",350100,3501,NA
"3502",350200,3502,57.3555107526882
"3503",350300,3503,62.4705981182796
"3504",350400,3504,NA
"3505",350500,3505,73.4963037634409
"3506",350600,3506,45.1394218470197
"3507",350700,3507,NA
"3508",350800,3508,54.5299899193548
"3509",350900,3509,48.1224798387097
"3510",351000,3510,NA
"3511",351100,3511,42.0047883064516
"3512",351200,3512,34.9258122281914
"3513",351300,3513,27.7500639549757
"3514",351400,3514,38.7119467894602
"3515",351500,3515,84.7378182431293
"3516",351600,3516,36.1345612688667
"3517",351700,3517,NA
"3518",351800,3518,32.3213850280419
"3519",351900,3519,56.0693271936557
"3520",352000,3520,79.0163724737785
"3521",352100,3521,50.7418777180865
"3522",352200,3522,42.5492453312868
"3523",352300,3523,45.6702481453057
"3524",352400,3524,61.554939516129
"3525",352500,3525,NA
"3526",352600,3526,NA
"3527",352700,3527,53.607060629317
"3528",352800,3528,64.2137096774193
"3529",352900,3529,NA
"3530",353000,3530,67.5108723458685
"3531",353100,3531,62.3471102150538
"3532",353200,3532,43.4223790322581
"3533",353300,3533,79.6832997311828
"3534",353400,3534,90.4834996162702
"3535",353500,3535,95.0478830645161
"3536",353600,3536,77.0161290322581
"3537",353700,3537,52.2647849462366
"3538",353800,3538,42.4840112560757
"3539",353900,3539,3.18495778971604
"3540",354000,3540,15.0997697620875
"3541",354100,3541,61.2399193548387
"3542",354200,3542,57.9242271505376
"3543",354300,3543,22.3286290322581
"3544",354400,3544,26.3814274750576
"3545",354500,3545,53.2808902532617
"3546",354600,3546,69.0083165322581
"3547",354700,3547,75.2738575268817
"3548",354800,3548,52.4405665149216
"3549",354900,3549,34.7152217741936
"3550",355000,3550,39.6813353566009
"3551",355100,3551,76.7326108870968
"3552",355200,3552,63.2706574571502
"3553",355300,3553,44.366464339909
"3554",355400,3554,26.6570060483871
"3555",355500,3555,43.3484543010753
"3556",355600,3556,53.4576612903226
"3557",355700,3557,34.8618572524942
"3558",355800,3558,84.5484778715784
"3559",355900,3559,41.7456317204301
"3560",356000,3560,40.4451266308519
"3561",356100,3561,30.1222278225806
"3562",356200,3562,23.4394985929905
"3563",356300,3563,46.8783602150538
"3564",356400,3564,31.3954975697109
"3565",356500,3565,53.3171314061567
